McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,4,7,26,77,2544,1055,629,1.0,0.0,26.0,0.0,474.0,2.0,5.0,1
1,0,1,2,10,37,2545,1056,629,1.0,0.0,10.0,0.0,1466.0,1.0,1.0,0
2,0,1,2,30,58,2546,1057,629,2.0,0.0,30.0,0.0,4735.0,1.0,1.0,0
6,0,3,4,82,132,2547,1058,629,6.0,0.0,82.0,0.0,4735.0,3.0,3.0,1
1,0,1,3,15,43,2548,1059,629,1.0,0.0,15.0,0.0,1466.0,2.0,3.0,0
31,0,1,8,286,375,2550,1060,631,31.0,0.0,286.0,0.0,4735.0,4.0,14.0,1
1,0,1,2,9,36,2551,1061,632,1.0,0.0,9.0,0.0,4735.0,1.0,1.0,0
79,0,1,10,715,905,2552,1062,632,79.0,0.0,715.0,0.0,4735.0,7.0,31.0,1
2,0,2,0,27,59,2553,1063,632,2.0,0.0,27.0,0.0,4735.0,1.0,1.0,1
12,0,3,4,81,127,2554,1064,633,12.0,0.0,81.0,1.0,762.0,4.0,5.0,1
31,0,1,11,335,450,2555,1065,634,31.0,0.0,335.0,0.0,1466.0,2.0,8.0,1
26,0,1,9,256,348,2556,1066,634,26.0,0.0,256.0,0.0,1466.0,2.0,6.0,1
2,0,2,9,185,268,2557,1067,635,2.0,0.0,185.0,0.0,1466.0,2.0,5.0,0
3,0,1,13,70,115,2558,1068,636,3.0,0.0,70.0,0.0,1466.0,1.0,1.0,1
17,0,2,6,137,183,2559,1069,636,17.0,0.0,137.0,0.0,1466.0,3.0,5.0,1
58,0,1,5,465,569,2560,1070,637,58.0,0.0,465.0,1.0,1466.0,2.0,20.0,0
1,0,2,0,6,36,2562,1071,639,1.0,0.0,6.0,0.0,4735.0,1.0,1.0,0
33,0,1,6,368,468,2563,1072,639,33.0,0.0,368.0,1.0,1466.0,2.0,17.0,1
12,0,1,8,144,202,2565,1073,641,12.0,0.0,144.0,1.0,474.0,3.0,18.0,1
16,0,8,6,130,210,2566,1074,642,16.0,0.0,130.0,0.0,1466.0,2.0,4.0,0
43,0,1,10,198,246,2567,1075,642,43.0,0.0,198.0,0.0,319.0,2.0,7.0,1
2,0,1,2,20,48,2568,1076,642,2.0,0.0,20.0,0.0,4735.0,1.0,1.0,0
1,0,1,7,14,45,2569,1077,643,1.0,0.0,14.0,0.0,4735.0,1.0,1.0,0
49,0,1,2,228,304,2570,1078,643,49.0,0.0,228.0,0.0,4735.0,3.0,16.0,1
49,0,1,4,242,316,2571,1079,644,49.0,0.0,242.0,0.0,1466.0,5.0,6.0,0
20,0,1,8,170,221,2572,1080,644,20.0,0.0,170.0,0.0,4735.0,1.0,6.0,0
2,0,1,3,49,83,2573,1081,645,2.0,0.0,49.0,0.0,4735.0,1.0,2.0,0
30,0,1,6,162,212,2575,1082,647,30.0,0.0,162.0,1.0,762.0,2.0,10.0,0
80,0,1,4,366,466,2576,1083,647,80.0,0.0,366.0,3.0,1466.0,6.0,14.0,1
2,0,1,1,28,55,2577,1084,647,2.0,0.0,28.0,0.0,4735.0,1.0,3.0,0
11,0,1,9,179,239,2581,1085,649,11.0,0.0,179.0,2.0,4735.0,2.0,10.0,0
110,0,1,4,590,696,2582,1086,649,110.0,0.0,590.0,2.0,762.0,4.0,24.0,0
9,0,1,12,178,243,2583,1087,649,9.0,0.0,178.0,0.0,762.0,3.0,7.0,0
79,0,1,4,362,454,2584,1088,650,79.0,0.0,362.0,1.0,4735.0,1.0,13.0,0
1,0,1,1,11,39,2585,1089,650,1.0,0.0,11.0,0.0,4735.0,1.0,2.0,0
8,0,1,13,194,263,2586,1090,650,8.0,0.0,194.0,0.0,762.0,3.0,7.0,0
7,0,1,7,89,135,2587,1091,651,7.0,0.0,89.0,0.0,762.0,2.0,5.0,0
19,0,2,4,147,198,2589,1092,653,19.0,0.0,147.0,1.0,4735.0,1.0,7.0,0
1,0,1,9,64,102,2590,1093,654,1.0,0.0,64.0,0.0,474.0,2.0,3.0,0
1,0,1,0,4,30,2591,1094,654,1.0,0.0,4.0,0.0,4735.0,1.0,1.0,0
19,0,1,4,181,248,2592,1095,654,19.0,0.0,181.0,0.0,811.0,3.0,10.0,0
1,0,1,4,9,38,2593,1096,654,1.0,0.0,9.0,0.0,4735.0,1.0,1.0,0
1,0,0,8,52,85,2594,1097,654,1.0,0.0,52.0,0.0,811.0,2.0,2.0,0
1,0,1,3,20,52,2595,1098,655,1.0,0.0,20.0,0.0,4735.0,1.0,2.0,1
69,0,1,2,212,261,2596,1099,655,69.0,0.0,212.0,0.0,4735.0,4.0,9.0,1
10,0,3,13,111,173,2597,1100,655,10.0,0.0,111.0,1.0,4735.0,2.0,9.0,1
32,0,1,6,277,363,2598,1101,655,32.0,0.0,277.0,2.0,4735.0,2.0,12.0,1
1,0,1,2,30,77,2599,1102,656,1.0,0.0,30.0,0.0,4735.0,1.0,1.0,0
1,0,2,0,5,34,2600,1103,656,1.0,0.0,5.0,0.0,4735.0,1.0,1.0,0
3,0,1,9,48,86,2601,1104,656,3.0,0.0,48.0,0.0,1466.0,2.0,3.0,0
1,0,1,1,15,43,2602,1105,656,1.0,0.0,15.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,13,39,2603,1106,656,1.0,0.0,13.0,0.0,4735.0,1.0,1.0,0
16,0,3,4,63,118,2604,1107,656,16.0,0.0,63.0,1.0,91.0,2.0,2.0,0
13,0,2,8,105,153,2607,1108,658,13.0,0.0,105.0,0.0,474.0,4.0,7.0,0
1,0,1,2,18,45,2619,1109,660,1.0,0.0,18.0,0.0,4735.0,2.0,2.0,1
1,0,4,1,29,78,2609,1110,660,1.0,0.0,29.0,0.0,4735.0,1.0,2.0,0
1,0,1,3,22,52,2610,1111,660,1.0,0.0,22.0,0.0,1466.0,2.0,2.0,0
1,0,1,3,22,53,2611,1112,660,1.0,0.0,22.0,1.0,1466.0,2.0,3.0,0
25,0,5,10,230,311,2612,1113,660,25.0,0.0,230.0,1.0,511.0,6.0,9.0,1
52,0,1,24,415,558,2613,1114,660,52.0,0.0,415.0,0.0,244.0,8.0,17.0,0
52,0,1,11,240,305,2614,1115,660,52.0,0.0,240.0,0.0,244.0,2.0,4.0,0
1,0,1,0,7,32,2615,1116,660,1.0,0.0,7.0,0.0,1466.0,1.0,2.0,0
1,0,1,2,23,50,2616,1117,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,18,44,2617,1118,660,1.0,0.0,18.0,0.0,244.0,1.0,1.0,0
1,0,1,2,23,50,2618,1119,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2620,1120,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2621,1121,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,22,48,2622,1122,660,1.0,0.0,22.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,23,50,2623,1123,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
7,0,1,2,42,83,2628,1124,660,7.0,0.0,42.0,0.0,319.0,2.0,2.0,0
1,0,0,3,16,41,2629,1125,660,1.0,0.0,16.0,0.0,319.0,2.0,2.0,0
1,0,1,2,23,50,2624,1126,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,6,33,2625,1127,660,1.0,0.0,6.0,0.0,4735.0,2.0,2.0,0
15,0,2,7,104,138,2626,1128,660,15.0,0.0,104.0,0.0,511.0,1.0,1.0,0
1,0,1,2,22,50,2627,1129,660,1.0,0.0,22.0,0.0,4735.0,2.0,2.0,0
3,0,1,2,37,69,2630,1130,660,3.0,0.0,37.0,0.0,3.0,1.0,1.0,0
6,0,1,7,61,101,2631,1131,660,6.0,0.0,61.0,1.0,319.0,2.0,5.0,0
7,0,1,3,58,96,2632,1132,660,7.0,0.0,58.0,0.0,4735.0,1.0,1.0,0
1,0,1,2,23,50,2633,1133,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,0,3,18,41,2634,1134,660,1.0,0.0,18.0,0.0,1466.0,1.0,2.0,0
1,0,1,2,23,50,2635,1135,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
6,0,1,2,44,76,2636,1136,660,6.0,0.0,44.0,0.0,246.0,1.0,1.0,0
1,0,1,2,23,50,2637,1137,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,22,49,2638,1138,660,1.0,0.0,22.0,0.0,1466.0,3.0,3.0,0
6,0,1,2,44,80,2639,1139,660,6.0,0.0,44.0,1.0,1466.0,2.0,3.0,0
6,0,1,2,56,94,2640,1140,660,6.0,0.0,56.0,1.0,1466.0,3.0,4.0,0
1,0,1,2,22,49,2641,1141,660,1.0,0.0,22.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2642,1142,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
2,0,1,3,33,65,2643,1143,660,2.0,0.0,33.0,0.0,4735.0,2.0,4.0,0
1,0,1,2,23,50,2644,1144,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2645,1145,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,22,49,2646,1146,660,1.0,0.0,22.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,23,50,2647,1147,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2648,1148,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,22,49,2649,1149,660,1.0,0.0,22.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,23,50,2650,1150,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
2,0,1,3,29,59,2651,1151,660,2.0,0.0,29.0,0.0,4735.0,2.0,3.0,0
1,0,1,2,23,50,2652,1152,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
4,0,0,5,45,76,2653,1153,660,4.0,0.0,45.0,0.0,1466.0,3.0,6.0,0
1,0,1,2,23,50,2654,1154,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2655,1155,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
9,0,1,2,45,100,2656,1156,660,9.0,0.0,45.0,1.0,319.0,3.0,4.0,0
1,0,1,2,19,46,2657,1157,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
2,0,0,3,30,57,2658,1158,660,2.0,0.0,30.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,21,50,2659,1159,660,1.0,0.0,21.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2660,1160,660,1.0,0.0,23.0,0.0,4735.0,2.0,3.0,0
5,0,1,2,34,64,2661,1161,660,5.0,0.0,34.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,19,47,2662,1162,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2663,1163,660,1.0,0.0,23.0,0.0,11.0,1.0,1.0,0
4,0,1,2,31,61,2664,1164,660,4.0,0.0,31.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,19,47,2665,1165,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
17,0,0,3,88,124,2666,1166,660,17.0,0.0,88.0,1.0,319.0,2.0,3.0,0
2,0,1,2,25,55,2668,1167,660,2.0,0.0,25.0,1.0,4735.0,3.0,4.0,0
9,0,1,2,88,126,2669,1168,660,9.0,0.0,88.0,2.0,1466.0,3.0,5.0,0
2,0,4,6,53,100,2667,1169,660,2.0,0.0,53.0,0.0,4735.0,3.0,10.0,0
1,0,1,2,23,50,2670,1170,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
2,0,1,0,15,45,2671,1171,660,2.0,0.0,15.0,0.0,4735.0,2.0,3.0,0
1,0,1,1,14,41,2672,1172,660,1.0,0.0,14.0,1.0,511.0,1.0,1.0,0
2,0,1,3,33,65,2673,1173,660,2.0,0.0,33.0,0.0,762.0,2.0,2.0,0
1,0,1,1,13,40,2674,1174,660,1.0,0.0,13.0,1.0,511.0,1.0,1.0,0
2,0,1,3,33,65,2675,1175,660,2.0,0.0,33.0,0.0,762.0,2.0,2.0,0
1,0,1,1,13,40,2676,1176,660,1.0,0.0,13.0,1.0,511.0,1.0,1.0,0
2,0,1,3,33,66,2677,1177,660,2.0,0.0,33.0,0.0,762.0,2.0,2.0,0
1,0,1,1,13,41,2678,1178,660,1.0,0.0,13.0,1.0,511.0,1.0,1.0,0
2,0,1,3,33,65,2679,1179,660,2.0,0.0,33.0,0.0,762.0,2.0,2.0,0
1,0,1,1,13,40,2680,1180,660,1.0,0.0,13.0,1.0,511.0,1.0,1.0,0
5,0,1,4,63,100,2681,1181,660,5.0,0.0,63.0,2.0,511.0,4.0,5.0,0
3,0,1,2,41,73,2682,1182,660,3.0,0.0,41.0,0.0,1466.0,3.0,3.0,0
3,0,0,3,36,62,2683,1183,660,3.0,0.0,36.0,1.0,1466.0,2.0,4.0,0
2,0,0,5,35,63,2684,1184,660,2.0,0.0,35.0,0.0,4735.0,2.0,2.0,0
2,0,0,3,32,58,2685,1185,660,2.0,0.0,32.0,0.0,4735.0,1.0,1.0,0
2,0,0,3,30,57,2686,1186,660,2.0,0.0,30.0,0.0,1466.0,1.0,1.0,0
1,0,1,2,18,45,2687,1187,660,1.0,0.0,18.0,0.0,244.0,1.0,1.0,0
1,0,1,2,18,47,2688,1188,660,1.0,0.0,18.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2689,1189,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,4,20,53,2690,1190,660,1.0,0.0,20.0,0.0,4735.0,1.0,1.0,0
2,0,1,3,25,56,2691,1191,660,2.0,0.0,25.0,0.0,244.0,2.0,2.0,1
2,0,0,3,20,46,2692,1192,660,2.0,0.0,20.0,0.0,244.0,1.0,1.0,1
2,0,0,3,20,45,2693,1193,660,2.0,0.0,20.0,0.0,244.0,1.0,1.0,1
2,0,0,3,21,47,2694,1194,660,2.0,0.0,21.0,0.0,244.0,1.0,1.0,1
1,0,1,2,23,50,2695,1195,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,23,50,2696,1196,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,18,44,2697,1197,660,1.0,0.0,18.0,0.0,4735.0,2.0,2.0,0
1,0,1,11,70,115,2698,1198,660,1.0,0.0,70.0,0.0,1466.0,2.0,4.0,1
1,0,1,2,19,47,2699,1199,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
2,0,1,2,39,79,2700,1200,660,2.0,0.0,39.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,21,50,2701,1201,660,1.0,0.0,21.0,0.0,1466.0,1.0,1.0,0
1,0,1,2,23,50,2702,1202,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
2,0,1,2,35,64,2703,1203,660,2.0,0.0,35.0,0.0,1466.0,3.0,3.0,0
2,0,1,2,39,69,2704,1204,660,2.0,0.0,39.0,0.0,1466.0,3.0,4.0,0
2,0,1,2,32,60,2705,1205,660,2.0,0.0,32.0,0.0,1466.0,1.0,1.0,0
6,0,0,3,50,82,2706,1206,660,6.0,0.0,50.0,0.0,1466.0,3.0,4.0,0
66,0,1,2,147,176,2707,1207,660,66.0,0.0,147.0,0.0,479.0,5.0,9.0,1
1,0,1,2,22,49,2708,1208,660,1.0,0.0,22.0,0.0,4735.0,2.0,2.0,0
4,0,1,5,53,87,2709,1209,660,4.0,0.0,53.0,0.0,244.0,4.0,6.0,0
1,0,1,2,23,50,2710,1210,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
11,0,0,3,82,116,2711,1211,660,11.0,0.0,82.0,0.0,1466.0,4.0,4.0,0
1,0,1,2,21,48,2712,1212,660,1.0,0.0,21.0,0.0,0.0,0.0,1.0,0
4,0,1,2,31,60,2713,1213,660,4.0,0.0,31.0,0.0,1466.0,2.0,3.0,0
1,0,1,2,23,50,2714,1214,660,1.0,0.0,23.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,24,52,2715,1215,660,1.0,0.0,24.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,19,47,2716,1216,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,19,47,2717,1217,660,1.0,0.0,19.0,0.0,4735.0,2.0,2.0,0
27,0,0,4,137,192,2718,1218,660,27.0,0.0,137.0,0.0,319.0,4.0,5.0,0
2,0,1,1,31,58,2740,1219,662,2.0,0.0,31.0,0.0,4735.0,2.0,2.0,0
4,0,1,10,79,117,2744,1220,666,4.0,0.0,79.0,0.0,4735.0,2.0,9.0,0
1,0,1,1,21,50,2745,1221,666,1.0,0.0,21.0,0.0,4735.0,1.0,5.0,0
1,0,1,4,11,39,2746,1222,667,1.0,0.0,11.0,0.0,4735.0,1.0,1.0,0
1,0,1,1,17,45,2747,1223,667,1.0,0.0,17.0,0.0,4735.0,1.0,1.0,0
1,0,1,5,30,59,2748,1224,668,1.0,0.0,30.0,0.0,4735.0,1.0,1.0,0
5,0,1,6,60,92,2749,1225,669,5.0,0.0,60.0,0.0,1466.0,2.0,2.0,0
1,0,2,7,21,55,2750,1226,670,1.0,0.0,21.0,0.0,1466.0,2.0,5.0,0
1,0,1,2,20,49,2751,1227,670,1.0,0.0,20.0,0.0,4735.0,1.0,1.0,0
1,0,1,10,61,98,2752,1228,670,1.0,0.0,61.0,0.0,474.0,2.0,3.0,0
3,0,1,4,35,64,2753,1229,670,3.0,0.0,35.0,0.0,4735.0,1.0,2.0,0
1,0,1,0,8,33,2754,1230,670,1.0,0.0,8.0,0.0,4735.0,1.0,1.0,0
1,0,1,8,39,76,2756,1231,672,1.0,0.0,39.0,0.0,1466.0,2.0,5.0,0
3,0,0,16,69,111,2757,1232,673,3.0,0.0,69.0,0.0,4735.0,4.0,6.0,0
1,0,0,3,10,33,2758,1233,673,1.0,0.0,10.0,0.0,4735.0,1.0,1.0,0
21,0,0,18,182,250,2759,1234,674,21.0,0.0,182.0,3.0,1466.0,4.0,21.0,0
1,0,2,4,15,47,2760,1235,675,1.0,0.0,15.0,0.0,1466.0,3.0,10.0,0
1,0,1,2,20,48,2761,1236,675,1.0,0.0,20.0,0.0,1466.0,1.0,1.0,0
1,0,1,9,51,87,2762,1237,675,1.0,0.0,51.0,0.0,474.0,2.0,3.0,0
1,0,1,4,8,36,2763,1238,675,1.0,0.0,8.0,0.0,1466.0,3.0,5.0,0
1,0,5,0,8,51,2764,1239,675,1.0,0.0,8.0,0.0,1466.0,3.0,4.0,0
1,0,1,4,23,52,2765,1240,675,1.0,0.0,23.0,0.0,4735.0,1.0,1.0,0
1,0,1,0,8,33,2766,1241,675,1.0,0.0,8.0,0.0,4735.0,1.0,1.0,0
45,0,1,10,272,354,2768,1242,677,45.0,0.0,272.0,4.0,1466.0,6.0,34.0,0
6,0,2,5,52,87,2769,1243,677,6.0,0.0,52.0,0.0,1466.0,3.0,7.0,0
8,0,2,6,73,121,2770,1244,677,8.0,0.0,73.0,0.0,1466.0,3.0,11.0,0
1,0,1,3,10,39,2771,1245,678,1.0,0.0,10.0,1.0,4735.0,2.0,3.0,0
1,0,1,1,17,45,2772,1246,678,1.0,0.0,17.0,0.0,4735.0,1.0,1.0,0
1,0,1,5,29,59,2773,1247,679,1.0,0.0,29.0,0.0,4735.0,2.0,2.0,0
3,0,1,5,49,86,2774,1248,680,3.0,0.0,49.0,1.0,4735.0,2.0,6.0,1
15,0,1,3,102,184,2775,1249,681,15.0,0.0,102.0,0.0,511.0,4.0,6.0,0
4,0,1,9,73,117,2776,1250,681,4.0,0.0,73.0,1.0,4735.0,5.0,7.0,0
5,0,1,3,41,75,2777,1251,681,5.0,0.0,41.0,1.0,1466.0,4.0,12.0,0
1,0,1,1,11,40,2779,1252,683,1.0,0.0,11.0,0.0,511.0,1.0,1.0,0
1,0,1,2,18,46,2780,1253,683,1.0,0.0,18.0,0.0,511.0,1.0,1.0,0
1,0,1,2,18,46,2781,1254,683,1.0,0.0,18.0,0.0,511.0,1.0,1.0,0
3,0,6,1,29,92,2782,1255,683,3.0,0.0,29.0,0.0,511.0,1.0,1.0,0
6,0,1,4,50,92,2784,1256,683,6.0,0.0,50.0,0.0,479.0,2.0,2.0,0
2,0,1,3,28,60,2783,1257,683,2.0,0.0,28.0,0.0,479.0,2.0,2.0,0
1,0,1,2,18,46,2785,1258,683,1.0,0.0,18.0,0.0,511.0,1.0,1.0,0
1,0,1,10,43,80,2786,1259,683,1.0,0.0,43.0,0.0,511.0,1.0,1.0,0
1,0,1,1,11,40,2787,1260,684,1.0,0.0,11.0,0.0,1466.0,2.0,3.0,0
1,0,1,10,66,107,2788,1261,684,1.0,0.0,66.0,0.0,4735.0,1.0,1.0,0
20,0,3,15,310,460,2789,1262,684,20.0,0.0,310.0,0.0,4735.0,3.0,9.0,0
1,0,1,3,29,58,2790,1263,684,1.0,0.0,29.0,0.0,4735.0,2.0,6.0,0
1,0,1,4,29,67,2791,1264,684,1.0,0.0,29.0,0.0,762.0,2.0,4.0,0
1,0,1,4,28,73,2792,1265,684,1.0,0.0,28.0,0.0,1466.0,2.0,3.0,0
1,0,1,4,29,69,2793,1266,684,1.0,0.0,29.0,0.0,1466.0,2.0,3.0,0
3,0,1,3,42,105,2794,1267,684,3.0,0.0,42.0,0.0,4735.0,4.0,9.0,0
3,0,6,1,29,112,2795,1268,684,3.0,0.0,29.0,0.0,4735.0,3.0,4.0,0
6,0,1,4,51,93,2796,1269,684,6.0,0.0,51.0,0.0,479.0,5.0,7.0,0
2,0,1,10,44,80,2797,1270,684,2.0,0.0,44.0,0.0,1466.0,2.0,3.0,0
1,0,1,5,34,82,2798,1271,684,1.0,0.0,34.0,0.0,762.0,2.0,4.0,0
1,0,0,0,37,73,2800,1272,686,1.0,0.0,37.0,0.0,1466.0,1.0,1.0,0
2,0,1,3,31,64,2801,1273,686,2.0,0.0,31.0,0.0,1466.0,1.0,1.0,0
2,0,3,1,23,64,2802,1274,686,2.0,0.0,23.0,0.0,1466.0,1.0,1.0,0
16,0,6,1,132,221,2803,1275,686,16.0,0.0,132.0,0.0,1466.0,3.0,6.0,0
3,0,3,1,31,75,2804,1276,686,3.0,0.0,31.0,0.0,4735.0,2.0,2.0,0
1,0,1,2,12,38,2807,1277,688,1.0,0.0,12.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,12,38,2808,1278,688,1.0,0.0,12.0,0.0,1466.0,2.0,3.0,0
1,0,1,2,12,38,2809,1279,688,1.0,0.0,12.0,0.0,1466.0,2.0,2.0,0
2,0,26,154,616,938,2810,1280,688,2.0,0.0,616.0,1.0,230.0,6.0,27.0,1
1,0,1,2,12,39,2811,1281,688,1.0,0.0,12.0,0.0,4735.0,1.0,1.0,0
1,0,1,3,28,58,2812,1282,688,1.0,0.0,28.0,0.0,1466.0,1.0,2.0,0
7,0,2,17,108,160,2813,1283,688,7.0,0.0,108.0,0.0,762.0,3.0,5.0,0
2,0,3,8,64,108,2814,1284,688,2.0,0.0,64.0,0.0,762.0,3.0,4.0,1
1,0,1,4,22,52,2815,1285,688,1.0,0.0,22.0,0.0,1466.0,2.0,2.0,0
223,0,1,24,1375,1633,2817,1286,690,223.0,0.0,1375.0,0.0,1466.0,1.0,3.0,1
1,0,1,0,9,35,2818,1287,690,1.0,0.0,9.0,0.0,1466.0,1.0,1.0,0
1,0,1,3,20,49,2819,1288,690,1.0,0.0,20.0,0.0,1466.0,1.0,1.0,0
1,0,1,0,9,35,2820,1289,690,1.0,0.0,9.0,0.0,1466.0,1.0,1.0,0
3,0,1,4,60,96,2823,1290,692,3.0,0.0,60.0,0.0,511.0,2.0,6.0,0
3,0,5,5,54,118,2824,1291,692,3.0,0.0,54.0,1.0,319.0,5.0,9.0,0
1,0,11,1,20,115,2825,1292,692,1.0,0.0,20.0,0.0,1466.0,5.0,11.0,0
1,0,1,2,24,53,2826,1293,692,1.0,0.0,24.0,0.0,1466.0,3.0,9.0,0
1,0,1,2,5,31,2827,1294,692,1.0,0.0,5.0,1.0,511.0,4.0,9.0,0
1,0,10,2,68,190,2828,1295,692,1.0,0.0,68.0,1.0,1466.0,4.0,18.0,0
1,0,9,2,65,175,2829,1296,692,1.0,0.0,65.0,1.0,511.0,4.0,16.0,0
13,0,1,11,118,157,2830,1297,692,13.0,0.0,118.0,1.0,762.0,3.0,10.0,0
8,0,1,9,56,96,2831,1298,692,8.0,0.0,56.0,0.0,511.0,2.0,7.0,0
1,0,1,5,29,61,2832,1299,692,1.0,0.0,29.0,0.0,1466.0,1.0,3.0,1
1,0,1,3,20,51,2833,1300,692,1.0,0.0,20.0,0.0,1466.0,1.0,3.0,0
1,0,1,3,20,51,2834,1301,692,1.0,0.0,20.0,0.0,1466.0,1.0,3.0,0
1,0,5,0,32,115,2835,1302,692,1.0,0.0,32.0,1.0,1466.0,5.0,12.0,0
27,0,11,6,110,192,2836,1303,692,27.0,0.0,110.0,1.0,230.0,4.0,12.0,0
11,0,4,15,123,186,2837,1304,692,11.0,0.0,123.0,0.0,1466.0,2.0,12.0,1
1,0,1,1,13,39,2838,1305,692,1.0,0.0,13.0,0.0,1466.0,2.0,3.0,0
22,0,3,6,190,247,2839,1306,692,22.0,0.0,190.0,1.0,230.0,6.0,37.0,1
1,0,3,0,6,38,2840,1307,692,1.0,0.0,6.0,0.0,4735.0,1.0,2.0,0
2,0,3,12,139,197,2841,1308,692,2.0,0.0,139.0,0.0,511.0,3.0,6.0,0
1,0,9,2,65,175,2842,1309,692,1.0,0.0,65.0,1.0,511.0,4.0,16.0,0
4,0,4,1,48,99,2843,1310,692,4.0,0.0,48.0,0.0,1466.0,2.0,2.0,0
30,0,1,52,325,416,2844,1311,692,30.0,0.0,325.0,2.0,22.0,4.0,17.0,1
11,0,1,4,74,112,2845,1312,692,11.0,0.0,74.0,0.0,230.0,3.0,4.0,1
1,0,1,0,8,33,2846,1313,692,1.0,0.0,8.0,0.0,4735.0,1.0,1.0,0
3,0,1,3,36,70,2862,1314,694,3.0,0.0,36.0,0.0,511.0,4.0,9.0,0
36,0,1,10,269,387,2863,1315,694,36.0,0.0,269.0,4.0,1466.0,4.0,14.0,1
7,0,1,10,81,124,2864,1316,694,7.0,0.0,81.0,0.0,1466.0,4.0,13.0,1
5,0,1,14,103,151,2865,1317,694,5.0,0.0,103.0,0.0,762.0,3.0,4.0,1
1,0,1,8,41,75,2866,1318,694,1.0,0.0,41.0,1.0,1466.0,3.0,8.0,0
1,0,0,0,41,70,2867,1319,694,1.0,0.0,41.0,1.0,1466.0,4.0,11.0,1
1,0,1,3,27,57,2868,1320,694,1.0,0.0,27.0,0.0,511.0,4.0,7.0,0
1,0,1,8,41,74,2869,1321,694,1.0,0.0,41.0,1.0,1466.0,4.0,10.0,0
1,0,1,3,27,56,2870,1322,694,1.0,0.0,27.0,0.0,1466.0,5.0,7.0,0
4,0,1,12,126,185,2871,1323,694,4.0,0.0,126.0,0.0,1466.0,3.0,10.0,1
1,0,1,3,33,62,2872,1324,694,1.0,0.0,33.0,0.0,762.0,3.0,5.0,0
1,0,1,8,40,73,2873,1325,694,1.0,0.0,40.0,1.0,1466.0,4.0,9.0,0
3,0,0,0,47,77,2874,1326,694,3.0,0.0,47.0,1.0,1466.0,4.0,10.0,1
1,0,1,3,27,56,2875,1327,694,1.0,0.0,27.0,0.0,1466.0,5.0,7.0,0
1,0,3,0,6,43,2876,1328,694,1.0,0.0,6.0,0.0,511.0,1.0,1.0,0
