McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,0,8,63,94,2093,1960,204,1,0,63,2053,39,0,10,0
3,0,0,3,30,53,2094,1961,204,3,0,30,2053,11,0,6,0
1,0,0,8,53,81,2095,1962,204,1,0,53,2053,25,0,9,0
5,0,0,4,46,71,2096,1963,204,5,0,46,831,19,0,7,0
1,0,0,6,28,54,2097,1964,204,1,0,28,831,3,0,3,0
7,0,0,0,82,115,2098,1965,204,7,0,82,2053,10,0,5,0
6,0,0,14,120,159,2099,1966,204,6,0,120,2053,91,0,10,1
1,0,0,3,20,42,2100,1967,204,1,0,20,831,3,0,3,0
2,0,0,10,78,112,2103,1968,206,2,0,78,15,44,1,11,1
1,0,0,10,49,79,2105,1969,206,1,0,49,831,9,0,6,0
1,0,0,9,67,98,2106,1970,206,1,0,67,288,34,1,9,0
1,0,0,8,35,62,2107,1971,206,1,0,35,831,17,0,8,0
1,0,0,0,1,23,2104,1972,206,1,0,1,831,3,0,3,0
1,0,0,0,1,24,2092,1973,204,1,0,1,831,3,0,3,0
1,0,7,0,10,69,2112,1974,207,1,0,10,288,33,0,10,0
1,0,1,4,15,42,2113,1975,207,1,0,15,1733,12,0,5,0
1,0,0,4,6,27,2114,1976,207,1,0,6,288,26,0,8,0
1,0,1,2,9,34,2115,1977,207,1,0,9,1733,7,0,5,0
7,0,9,5,87,191,2116,1978,207,7,0,87,288,20,0,8,1
1,0,1,0,4,27,2109,1979,207,1,0,4,2899,7,0,3,0
1,0,2,0,4,43,2110,1980,207,1,0,4,288,14,0,7,0
1,0,6,1,14,73,2111,1981,207,1,0,14,288,19,0,8,0
3,0,0,9,58,89,2117,1982,208,3,0,58,288,18,3,6,0
4,0,0,9,59,90,2118,1983,208,4,0,59,288,7,2,6,0
1,0,0,2,4,24,2119,1984,208,1,0,4,288,7,0,7,0
3,0,0,9,50,81,2121,1985,208,3,0,50,288,10,1,7,0
2,0,0,7,46,75,2123,1986,208,2,0,46,288,10,0,6,0
3,0,0,16,79,115,2122,1987,208,3,0,79,288,12,0,6,0
7,0,0,9,81,112,2124,1988,208,7,0,81,288,13,3,7,0
3,0,0,9,50,81,2125,1989,208,3,0,50,288,10,1,7,0
6,0,0,11,85,119,2126,1990,208,6,0,85,288,16,0,7,0
1,0,0,10,23,52,2127,1991,208,1,0,23,288,12,0,6,0
2,0,0,2,15,36,2128,1992,208,2,0,15,288,10,0,6,0
12,0,0,0,152,196,2129,1993,208,12,0,152,288,39,2,10,1
59,0,0,0,351,413,2130,1994,208,59,0,351,15,52,3,10,1
1,0,0,4,9,32,2131,1995,208,1,0,9,288,7,0,7,0
41,0,0,20,350,410,2132,1996,208,41,0,350,288,40,2,8,1
1,0,0,8,10,36,2133,1997,208,1,0,10,831,10,1,5,0
24,0,1,12,186,238,2134,1998,208,24,0,186,288,24,0,7,1
1,0,0,0,1,21,2120,1999,208,1,0,1,288,4,0,4,0
1,0,0,0,1,21,2108,2000,207,1,0,1,2899,1,0,1,0
108,0,3,26,500,590,2135,2001,209,108,0,500,2899,40,5,12,0
49,0,5,3,265,369,2136,2002,209,49,0,265,15,17,0,9,0
7,0,5,4,59,127,2137,2003,209,7,0,59,15,16,0,9,0
1,0,0,2,55,88,2138,2004,209,1,0,55,15,11,1,7,0
6,0,0,3,32,55,2139,2005,209,6,0,32,15,24,0,11,0
141,0,31,1,925,1800,2140,2006,209,141,0,925,288,6,0,5,0
1,0,0,2,4,23,2141,2007,209,1,0,4,288,9,0,7,0
1,0,1,0,6,16,2142,2008,209,1,0,6,831,4,2,2,0
12,0,1,6,83,118,2143,2009,209,12,0,83,15,32,0,10,0
9,0,1,4,79,124,2144,2010,209,9,0,79,2899,12,2,5,0
1,0,0,5,54,82,2145,2011,209,1,0,54,791,3,0,1,0
19,0,1,8,229,276,2146,2012,209,19,0,229,15,40,0,10,0
1,0,0,1,4,22,2147,2013,209,1,0,4,2053,9,0,3,0
1,0,0,1,4,22,2148,2014,209,1,0,4,831,1,0,1,0
1,0,0,3,10,30,2149,2015,209,1,0,10,1733,2,0,2,0
3,0,0,8,36,62,2150,2016,209,3,0,36,1118,5,0,1,0
1,0,0,1,3,21,2152,2017,209,1,0,3,1118,1,0,1,0
8,0,0,13,114,155,2153,2018,209,8,0,114,15,22,1,9,0
3,0,1,1,18,47,2154,2019,209,3,0,18,15,13,0,7,0
9,0,0,2,123,167,2155,2020,209,9,0,123,15,27,1,9,0
39,0,1,2,226,317,2156,2021,209,39,0,226,831,62,2,9,0
66,0,0,18,474,580,2157,2022,209,66,0,474,15,19,1,9,0
6,0,0,6,62,93,2158,2023,209,6,0,62,288,9,0,5,0
8,0,0,4,60,71,2159,2024,209,8,0,60,288,14,1,6,1
4,0,3,4,34,71,2160,2025,209,4,0,34,15,24,0,9,0
2,0,0,4,19,42,2161,2026,209,2,0,19,15,21,0,8,0
5,0,0,5,52,90,2162,2027,209,5,0,52,15,16,0,8,0
5,0,1,4,29,61,2163,2028,209,5,0,29,15,27,4,9,0
10,0,0,2,95,122,2164,2029,209,10,0,95,753,25,0,10,0
4,0,0,3,24,47,2168,2030,211,4,0,24,288,13,0,8,1
13,0,0,21,180,228,2169,2031,211,13,0,180,15,21,0,7,0
10,0,0,6,104,139,2170,2032,211,10,0,104,15,20,0,8,0
6,0,0,9,70,99,2171,2033,211,6,0,70,288,11,0,7,0
13,0,0,10,107,144,2172,2034,211,13,0,107,15,24,2,9,0
1,0,0,1,4,22,2173,2035,211,1,0,4,288,7,0,3,0
1,0,0,7,10,35,2174,2036,211,1,0,10,288,24,0,7,0
1,0,0,9,45,73,2175,2037,211,1,0,45,288,11,0,6,0
4,0,0,2,42,70,2177,2038,211,4,0,42,15,21,0,9,1
2,0,0,2,26,51,2178,2039,211,2,0,26,288,9,0,7,1
17,0,4,2,126,195,2179,2040,211,17,0,126,15,29,0,7,1
1,0,0,2,4,23,2180,2041,211,1,0,4,288,6,0,6,0
1,0,0,3,6,27,2181,2042,211,1,0,6,2053,6,0,2,0
1,0,0,0,1,21,2176,2043,211,1,0,1,15,5,0,4,0
1,0,0,0,1,22,2151,2044,209,1,0,1,15,11,0,7,0
1,0,2,5,10,47,2182,2045,212,1,0,10,288,12,0,8,0
1,0,2,0,11,55,2183,2046,212,1,0,11,288,19,0,9,1
1,0,0,1,4,22,2187,2047,212,1,0,4,1733,6,0,3,0
10,0,0,13,85,124,2185,2048,212,10,0,85,15,32,0,11,0
1,0,1,1,5,34,2186,2049,212,1,0,5,288,14,0,8,0
52,0,0,0,309,380,2188,2050,212,52,0,309,1147,82,8,10,1
8,0,0,0,43,75,2189,2051,212,8,0,43,1147,18,0,6,0
1,0,0,0,1,21,2184,2052,212,1,0,1,1147,4,0,3,0
1,0,1,0,3,24,2191,2053,213,1,0,3,2899,4,0,4,0
1,0,3,0,7,43,2192,2054,213,1,0,7,2899,11,0,5,0
1,0,1,8,40,72,2193,2055,213,1,0,40,2899,4,0,4,0
1,0,1,1,4,28,2194,2056,213,1,0,4,2899,6,0,4,0
1,0,4,0,10,59,2195,2057,213,1,0,10,2899,16,0,6,1
19,0,1,5,140,179,2198,2058,215,19,0,140,2899,3,0,2,0
2,0,0,0,24,51,2199,2059,215,2,0,24,2899,2,0,2,0
12,0,1,4,106,137,2200,2060,215,12,0,106,2899,3,0,2,1
1,0,0,0,1,21,2197,2061,215,1,0,1,2899,2,0,2,0
1,0,0,0,1,21,2190,2062,213,1,0,1,2899,2,0,2,0
30,0,1,8,218,255,392,2063,75,30,0,218,1147,44,0,10,0
13,0,1,5,213,290,393,2064,75,13,0,213,1733,61,5,12,0
4,0,1,3,57,90,292,2065,56,4,0,57,831,30,0,7,0
5,0,1,6,115,169,293,2066,56,5,0,115,831,13,1,6,1
1,0,1,5,10,38,294,2067,56,1,0,10,2899,3,0,2,0
1,0,1,6,53,83,313,2068,56,1,0,53,288,12,0,4,0
3,0,2,18,320,389,142,2069,33,3,0,320,288,43,0,9,0
8,0,0,10,168,234,143,2070,33,8,0,168,831,15,0,5,0
4,0,1,2,64,95,144,2071,33,4,0,64,831,50,0,8,0
14,0,1,4,166,199,145,2072,33,14,0,166,831,32,0,9,0
13,0,0,7,194,274,146,2073,33,13,0,194,791,15,0,5,0
8,0,4,2,238,338,147,2074,33,8,0,238,288,53,2,8,0
4,0,0,3,50,75,148,2075,33,4,0,50,288,17,0,7,0
21,0,0,8,284,376,149,2076,33,21,0,284,831,39,2,9,0
8,0,1,5,203,286,463,2077,79,8,0,203,831,43,0,7,0
8,0,1,4,136,192,464,2078,79,8,0,136,831,30,0,6,0
1,0,0,9,131,154,465,2079,79,1,0,131,288,23,0,7,0
1,0,1,5,77,115,531,2080,85,1,0,77,2053,11,0,5,0
11,0,0,17,252,311,532,2081,85,11,0,252,288,47,0,9,0
1,0,0,8,132,191,569,2082,89,1,0,132,2053,6,0,2,0
1,0,0,5,59,75,570,2083,89,1,0,59,831,3,0,3,0
5,0,0,22,278,373,571,2084,89,5,0,278,831,13,0,4,0
4,0,1,4,121,161,610,2085,93,4,0,121,831,34,0,7,0
1,0,0,3,16,23,633,2086,98,1,0,16,429,3,0,3,0
2,0,0,8,82,105,634,2087,98,2,0,82,429,5,0,3,0
1,0,0,2,9,14,635,2088,98,1,0,9,429,3,0,3,0
15,0,3,19,297,364,656,2089,100,15,0,297,288,17,0,7,0
8,0,1,1,76,89,657,2090,100,8,0,76,288,19,0,8,0
11,0,10,29,547,711,658,2091,100,11,0,547,288,109,1,8,0
2,0,0,2,17,21,659,2092,100,2,0,17,831,3,0,3,0
10,0,0,2,109,136,660,2093,100,10,0,109,831,2,0,2,0
8,0,0,4,116,138,701,2094,105,8,0,116,288,9,0,6,0
1,0,1,8,106,156,702,2095,105,1,0,106,2053,10,0,5,0
8,0,0,12,123,171,703,2096,105,8,0,123,288,38,4,9,0
1,0,0,2,20,42,811,2097,109,1,0,20,2053,5,0,3,0
1,0,0,5,30,54,812,2098,109,1,0,30,2053,20,0,6,0
1,0,7,1,50,98,813,2099,109,1,0,50,2053,16,0,6,0
1,0,0,9,72,102,814,2100,109,1,0,72,2053,18,0,6,0
3,0,2,4,53,86,815,2101,109,3,0,53,2053,17,0,6,0
1,0,18,6,116,213,816,2102,109,1,0,116,2053,21,0,7,0
1,0,0,0,9,33,817,2103,109,1,0,9,831,3,0,3,0
1,0,0,0,6,29,818,2104,109,1,0,6,831,3,0,3,0
7,0,1,1,24,48,819,2105,109,7,0,24,831,3,0,3,0
1,0,3,0,24,55,820,2106,109,1,0,24,2053,19,0,6,0
1,0,0,4,27,49,821,2107,109,1,0,27,2053,16,0,6,0
1,0,1,2,36,66,822,2108,109,1,0,36,2053,4,0,4,0
1,0,5,0,34,73,823,2109,109,1,0,34,2053,19,0,6,0
2,0,0,21,323,370,824,2110,109,2,0,323,15,88,3,14,0
8,0,1,16,215,268,912,2111,111,8,0,215,831,16,0,5,0
1,0,0,6,44,73,913,2112,111,1,0,44,791,111,11,8,0
56,0,10,40,1209,1431,944,2113,115,56,0,1209,831,61,5,7,0
1,0,0,2,37,62,971,2114,118,1,0,37,831,11,0,4,0
1,0,0,8,69,94,972,2115,118,1,0,69,288,10,0,5,0
7,0,0,7,48,76,973,2116,118,7,0,48,831,25,0,8,0
2,0,0,15,140,175,1022,2117,122,2,0,140,831,6,0,4,0
1,0,0,2,29,36,1053,2118,125,1,0,29,831,8,0,3,0
2,0,0,7,96,130,1108,2119,129,2,0,96,831,15,0,6,0
45,0,4,7,425,534,1109,2120,129,45,0,425,288,74,0,10,0
51,0,1,62,1234,1492,1110,2121,129,51,0,1234,831,23,3,7,0
32,0,3,38,902,1073,1111,2122,129,32,0,902,831,101,16,12,0
48,0,8,15,682,830,1112,2123,129,48,0,682,831,141,5,12,0
4,0,0,7,85,127,1113,2124,129,4,0,85,831,23,5,6,0
8,0,0,3,132,174,1114,2125,129,8,0,132,2053,18,0,6,0
6,0,1,11,245,307,1115,2126,129,6,0,245,288,36,7,9,0
9,0,1,12,268,336,1116,2127,129,9,0,268,831,35,1,8,0
1,0,0,2,31,43,1117,2128,129,1,0,31,831,12,0,6,0
21,0,0,15,299,354,1118,2129,129,21,0,299,2053,25,0,7,0
1,0,0,5,61,77,1119,2130,129,1,0,61,831,3,0,3,0
16,0,0,10,226,274,1120,2131,129,16,0,226,831,31,5,8,0
2,0,0,2,64,76,1121,2132,129,2,0,64,288,7,0,5,0
26,0,1,32,936,1122,1122,2133,129,26,0,936,1147,130,12,14,0
5,0,0,3,56,89,1123,2134,129,5,0,56,831,19,0,7,0
4,0,0,3,118,162,1124,2135,129,4,0,118,831,16,0,6,0
8,0,0,6,126,179,1125,2136,129,8,0,126,15,67,1,9,0
17,0,1,7,215,289,1126,2137,129,17,0,215,831,13,1,3,0
1,0,0,12,43,77,1127,2138,129,1,0,43,831,6,0,2,0
1,0,0,6,27,53,1128,2139,129,1,0,27,1733,5,0,4,0
1,0,1,1,63,77,1317,2140,140,1,0,63,831,6,4,3,0
101,0,5,128,1925,2270,1318,2141,140,101,0,1925,831,212,27,14,0
9,0,1,1,94,131,1319,2142,140,9,0,94,2899,15,0,7,0
1,0,0,8,73,104,1320,2143,140,1,0,73,1147,3,0,2,0
19,0,3,17,295,377,1321,2144,141,19,0,295,288,8,3,5,0
19,0,2,18,296,374,1322,2145,141,19,0,296,288,6,4,5,0
37,0,1,13,407,517,1323,2146,141,37,0,407,831,12,4,7,0
43,0,3,19,614,713,1324,2147,142,43,0,614,288,30,1,8,0
66,0,4,33,762,865,1325,2148,142,66,0,762,831,4,0,3,0
21,0,0,5,210,221,1326,2149,142,21,0,210,288,11,0,7,0
7,0,0,21,163,218,1351,2150,144,7,0,163,831,8,0,3,0
19,0,0,36,304,404,1352,2151,144,19,0,304,288,12,0,4,0
5,0,0,15,139,194,1353,2152,144,5,0,139,288,9,0,5,0
46,0,0,57,714,910,1354,2153,144,46,0,714,791,25,0,4,0
5,0,0,14,119,167,1355,2154,144,5,0,119,2053,4,0,2,0
7,0,0,5,29,52,1448,2155,153,7,0,29,2899,2,0,2,0
2,0,6,6,208,515,1449,2156,153,2,0,208,288,6,0,4,0
8,0,3,5,269,352,1450,2157,153,8,0,269,831,16,4,5,0
4,0,1,17,355,420,1451,2158,153,4,0,355,831,7,0,4,0
3,0,1,5,153,207,1452,2159,153,3,0,153,831,16,5,5,0
24,0,1,6,216,266,1570,2160,158,24,0,216,288,42,1,9,0
3,0,1,7,81,148,1571,2161,158,3,0,81,2053,16,0,6,0
9,0,0,15,141,180,1572,2162,158,9,0,141,831,11,0,4,0
37,0,0,22,329,445,1573,2163,158,37,0,329,831,14,0,3,0
1,0,0,13,83,118,1640,2164,161,1,0,83,2053,17,0,6,0
1,0,1,4,39,68,1641,2165,161,1,0,39,791,15,0,5,0
1,0,1,5,86,130,1642,2166,161,1,0,86,831,38,0,8,0
91,0,3,68,792,1011,1643,2167,161,91,0,792,2899,67,11,12,0
45,0,1,1,259,351,1644,2168,161,45,0,259,831,32,0,8,0
1,0,0,2,25,35,1645,2169,161,1,0,25,831,5,2,2,0
8,0,3,6,164,226,1646,2170,161,8,0,164,2899,22,9,7,0
1,0,0,5,121,169,1647,2171,161,1,0,121,831,12,0,4,0
17,0,0,5,271,325,1655,2172,164,17,0,271,288,15,0,6,0
6,0,1,3,44,74,1656,2173,164,6,0,44,791,6,0,5,0
3,0,1,9,75,100,1675,2174,167,3,0,75,288,9,0,5,0
6,0,0,13,243,313,1676,2175,167,6,0,243,831,27,0,7,0
6,0,0,8,102,134,1677,2176,167,6,0,102,288,33,0,9,0
3,0,1,13,93,130,1678,2177,167,3,0,93,831,4,0,4,0
60,0,1,6,417,472,1705,2178,170,60,0,417,791,10,0,5,0
3,0,0,3,77,93,1728,2179,173,3,0,77,2899,4,2,1,0
3,0,0,22,140,183,1745,2180,176,3,0,140,2053,28,0,8,0
11,0,0,2,109,147,1746,2181,176,11,0,109,2053,2,0,2,0
13,0,0,5,110,172,1747,2182,176,13,0,110,831,12,2,4,0
4,0,0,17,272,321,1748,2183,176,4,0,272,831,81,5,13,0
22,0,1,51,228,305,1749,2184,176,22,0,228,831,18,1,7,1
1,0,0,6,39,63,1750,2185,176,1,0,39,2053,5,0,2,0
2,0,1,1,80,100,1773,2186,178,2,0,80,2053,3,0,2,0
1,0,1,4,77,119,1774,2187,178,1,0,77,831,19,1,7,0
6,0,0,4,76,100,1775,2188,178,6,0,76,2053,17,0,6,0
23,0,0,3,317,374,1776,2189,178,23,0,317,2053,32,0,6,0
23,0,1,10,339,432,1817,2190,181,23,0,339,831,58,1,8,0
39,0,3,9,386,453,1818,2191,181,39,0,386,831,42,0,7,0
25,0,1,2,163,208,1819,2192,181,25,0,163,831,14,0,6,0
4,0,1,12,252,315,1820,2193,181,4,0,252,2053,19,0,6,0
3,0,0,2,56,90,1821,2194,181,3,0,56,288,9,1,4,0
16,0,1,3,128,168,1822,2195,181,16,0,128,791,16,0,6,0
12,0,1,21,251,326,1823,2196,181,12,0,251,831,28,2,7,0
13,0,4,13,398,499,1824,2197,181,13,0,398,831,23,0,6,0
19,0,1,8,246,307,1825,2198,181,19,0,246,1147,85,5,10,0
78,0,0,53,843,1090,1875,2199,186,78,0,843,15,70,1,11,0
8,0,0,2,102,139,2006,2200,194,8,0,102,2053,6,0,4,0
1,0,1,10,101,133,2007,2201,194,1,0,101,831,5,0,3,0
7,0,0,7,185,263,2008,2202,194,7,0,185,288,46,1,7,0
22,0,1,7,191,259,2009,2203,194,22,0,191,288,23,0,6,0
6,0,4,1,91,137,2059,2204,198,6,0,91,288,9,0,5,0
6,0,2,0,77,127,2201,2205,216,6,0,77,288,14,0,6,0
1,0,0,2,4,23,2202,2206,216,1,0,4,831,9,1,4,0
4,0,0,2,68,99,2203,2207,216,4,0,68,831,11,0,4,0
1,0,1,1,18,43,2204,2208,216,1,0,18,2053,5,0,3,0
35,0,0,31,272,337,2205,2209,216,35,0,272,1147,117,14,11,0
1,0,1,2,13,38,2206,2210,216,1,0,13,791,9,0,7,0
12,0,0,9,116,150,2207,2211,216,12,0,116,831,29,2,7,0
26,0,0,0,258,330,2208,2212,216,26,0,258,831,41,2,7,0
9,0,0,5,106,127,2209,2213,216,9,0,106,1147,10,0,6,1
1,0,0,1,9,28,2210,2214,217,1,0,9,575,5,0,4,0
1,0,1,0,3,25,2211,2215,217,1,0,3,288,6,0,4,0
1,0,0,1,3,5,2212,2216,217,1,0,3,2053,2,0,2,0
1,0,1,0,3,25,2213,2217,217,1,0,3,2053,1,0,1,0
1,0,0,1,8,29,2214,2218,217,1,0,8,288,12,0,5,0
1,0,1,0,3,9,2215,2219,217,1,0,3,288,6,0,4,0
5,0,0,17,76,96,2216,2220,218,5,0,76,791,5,0,5,0
14,0,1,2,165,209,2101,2221,205,14,0,165,288,10,0,5,0
33,0,1,14,483,570,2102,2222,205,33,0,483,1733,60,0,7,0
5,0,1,8,131,170,2165,2223,210,5,0,131,2899,29,3,8,0
6,0,0,13,140,200,2166,2224,210,6,0,140,831,14,2,4,0
1,0,0,3,33,55,2167,2225,210,1,0,33,2053,5,0,2,0
18,0,6,13,421,592,2196,2226,214,18,0,421,2899,54,0,9,0
16,0,0,13,206,266,2217,2227,219,16,0,206,2053,5,0,3,0
